hotel,date,occupied_rooms,avg_adr,avg_lead_time,avg_adults,seg_TA,seg_TO,seg_Direct,seg_Corporate,capacity,occupancy_rate,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,doy_sin,doy_cos,dow_sin,dow_cos,occ_lag_7,adr_lag_7,occ_lag_14,adr_lag_14,occ_lag_28,adr_lag_28,occ_roll_7,occ_roll_28
City Hotel,2015-07-12,33,86.97818181818182,81.93939393939394,1.9696969696969697,0.0,0.0,0.0,0.0,224.0,0.14732142857142858,2015,7,12,6,193,28,3,1,-0.17752914918703497,-0.984115542601034,-0.7818314824680299,0.6234898018587334,0.05357142857142857,68.5225,,,,,0.08418367346938775,0.12094155844155843
City Hotel,2015-07-13,32,87.1884375,83.65625,1.96875,0.0,0.0,0.0,0.0,224.0,0.14285714285714285,2015,7,13,0,194,29,3,0,-0.19443122004766195,-0.9809161537413774,0.0,1.0,0.049107142857142856,63.67272727272727,,,,,0.09757653061224489,0.12313988095238095
City Hotel,2015-07-14,2,84.31,60.5,2.0,0.0,0.0,0.0,0.0,224.0,0.008928571428571428,2015,7,14,1,195,29,3,0,-0.2112757555821793,-0.9774264960104055,0.7818314824680298,0.6234898018587336,0.05357142857142857,64.39333333333333,,,,,0.11096938775510204,0.12465659340659342
City Hotel,2015-07-15,25,58.09479999999999,251.48,2.08,0.0,0.0,0.04,0.0,224.0,0.11160714285714286,2015,7,15,2,196,29,3,0,-0.2280577712215198,-0.9736476020539838,0.9749279121818236,-0.22252093395631434,0.12053571428571429,60.174814814814816,0.29017857142857145,95.07692307692308,,,0.10459183673469387,0.11639030612244898
City Hotel,2015-07-16,25,58.09479999999999,251.48,2.08,0.0,0.0,0.04,0.0,224.0,0.11160714285714286,2015,7,16,3,197,29,3,0,-0.24477230089725957,-0.9695805901076308,0.43388373911755823,-0.900968867902419,0.12053571428571429,59.538518518518515,0.29464285714285715,94.52530303030304,,,0.10331632653061225,0.11607142857142858
City Hotel,2015-07-17,56,98.80357142857143,268.125,1.625,0.0,0.0,0.017857142857142856,0.0,224.0,0.25,2015,7,17,4,198,29,3,1,-0.2614143985111562,-0.965226663665613,-0.433883739117558,-0.9009688679024191,0.026785714285714284,75.32666666666667,0.05803571428571429,76.30307692307693,,,0.1020408163265306,0.11579241071428571
City Hotel,2015-07-18,99,86.38131313131314,164.58585858585857,1.7373737373737375,0.0,0.0,0.010101010101010102,0.0,224.0,0.4419642857142857,2015,7,18,5,199,29,3,1,-0.2779791393987801,-0.9605871111248129,-0.9749279121818236,-0.2225209339563146,0.16517857142857142,85.22162162162162,0.09821428571428571,71.17909090909092,,,0.13392857142857142,0.12368697478991597
City Hotel,2015-07-19,44,68.60795454545455,29.068181818181817,1.8863636363636365,0.0,0.0,0.022727272727272728,0.0,224.0,0.19642857142857142,2015,7,19,6,200,29,3,1,-0.2944616217868012,-0.9556633054034704,-0.7818314824680299,0.6234898018587334,0.14732142857142858,86.97818181818182,0.05357142857142857,68.5225,,,0.17346938775510204,0.14136904761904762
City Hotel,2015-07-20,25,65.52640000000001,42.12,1.88,0.0,0.0,0.04,0.0,224.0,0.11160714285714286,2015,7,20,0,201,30,3,0,-0.3108569682435036,-0.9504567035349151,0.0,1.0,0.14285714285714285,87.1884375,0.049107142857142856,63.67272727272727,,,0.180484693877551,0.14426691729323307
City Hotel,2015-07-21,18,54.25888888888889,18.444444444444443,1.8888888888888888,0.0,0.0,0.05555555555555555,0.0,224.0,0.08035714285714286,2015,7,21,1,202,30,3,0,-0.3271603271220951,-0.9449688462364056,0.7818314824680298,0.6234898018587336,0.008928571428571428,84.31,0.05357142857142857,64.39333333333333,,,0.1760204081632653,0.1426339285714286
City Hotel,2015-07-22,26,61.075384615384614,24.807692307692307,1.9615384615384615,0.0,0.0,0.0,0.0,224.0,0.11607142857142858,2015,7,22,2,203,30,3,0,-0.34336687399638804,-0.939201357453208,0.9749279121818236,-0.22252093395631434,0.11160714285714286,58.09479999999999,0.12053571428571429,60.174814814814816,,,0.18622448979591838,0.13966836734693877
City Hotel,2015-07-23,64,74.5759375,89.640625,1.90625,0.0,0.0,0.0,0.0,224.0,0.2857142857142857,2015,7,23,3,204,30,3,0,-0.3594718130884232,-0.9331559438780432,0.43388373911755823,-0.900968867902419,0.11160714285714286,58.09479999999999,0.12053571428571429,59.538518518518515,,,0.1868622448979592,0.13859577922077923
City Hotel,2015-07-24,6,0.0,22.0,1.3333333333333333,0.0,0.0,0.8333333333333334,0.0,224.0,0.026785714285714284,2015,7,24,4,205,30,3,1,-0.3754703786876202,-0.9268343944460494,-0.433883739117558,-0.9009688679024191,0.25,98.80357142857143,0.026785714285714284,75.32666666666667,,,0.21173469387755103,0.14499223602484473
City Hotel,2015-07-25,67,56.155970149253726,67.2089552238806,1.7313432835820894,0.0,0.0,0.07462686567164178,0.0,224.0,0.29910714285714285,2015,7,25,5,206,30,3,1,-0.3913578365610259,-0.9202385798054075,-0.9749279121818236,-0.2225209339563146,0.4419642857142857,86.38131313131314,0.16517857142857142,85.22162162162162,,,0.1798469387755102,0.14006696428571427
City Hotel,2015-07-26,39,60.02435897435897,36.205128205128204,1.7179487179487178,0.0,0.0,0.02564102564102564,0.0,224.0,0.17410714285714285,2015,7,26,6,207,30,3,1,-0.4071294853542516,-0.9133704517637858,-0.7818314824680299,0.6234898018587334,0.19642857142857142,68.60795454545455,0.14732142857142858,86.97818181818182,,,0.15943877551020408,0.14642857142857144
City Hotel,2015-07-27,64,61.85546875,37.515625,1.78125,0.0,0.0,0.0,0.015625,224.0,0.2857142857142857,2015,7,27,0,208,31,3,0,-0.4227806579826773,-0.9062320427107697,0.0,1.0,0.11160714285714286,65.52640000000001,0.14285714285714285,87.1884375,,,0.15625,0.14749313186813187
City Hotel,2015-07-28,55,55.74509090909091,32.81818181818182,1.8,0.0,0.0,0.03636363636363636,0.03636363636363636,224.0,0.24553571428571427,2015,7,28,1,209,31,3,0,-0.4383067230125192,-0.898825465016444,0.7818314824680298,0.6234898018587336,0.08035714285714286,54.25888888888889,0.008928571428571428,84.31,,,0.18112244897959182,0.15261243386243387
City Hotel,2015-07-29,25,54.32,66.88,1.76,0.0,0.0,0.08,0.16,224.0,0.11160714285714286,2015,7,29,2,210,31,3,0,-0.45370308603134424,-0.8911529104063088,0.9749279121818236,-0.22252093395631434,0.11607142857142858,61.075384615384614,0.11160714285714286,58.09479999999999,0.29017857142857145,95.07692307692308,0.20471938775510207,0.1559311224489796
City Hotel,2015-07-30,18,55.861111111111114,93.11111111111111,1.8333333333333333,0.0,0.0,0.05555555555555555,0.0,224.0,0.08035714285714286,2015,7,30,3,211,31,3,0,-0.46896519100763184,-0.8832166493127127,0.43388373911755823,-0.900968867902419,0.2857142857142857,74.5759375,0.11160714285714286,58.09479999999999,0.29464285714285715,94.52530303030304,0.20408163265306123,0.14955357142857142
City Hotel,2015-07-31,18,66.68277777777777,100.11111111111111,1.8888888888888888,0.0,0.0,0.0,0.0,224.0,0.08035714285714286,2015,7,31,4,212,31,3,1,-0.48408852163897587,-0.8750190302029955,-0.433883739117558,-0.9009688679024191,0.026785714285714284,0.0,0.25,98.80357142857143,0.05803571428571429,76.30307692307693,0.17474489795918366,0.14190051020408162
City Hotel,2015-08-01,31,75.68193548387096,98.61290322580645,1.8064516129032258,0.0,0.0,0.03225806451612903,0.0,224.0,0.13839285714285715,2015,8,1,5,213,31,3,1,-0.4990686026885319,-0.8665624788845385,-0.9749279121818236,-0.2225209339563146,0.29910714285714285,56.155970149253726,0.4419642857142857,86.38131313131314,0.09821428571428571,71.17909090909092,0.1823979591836735,0.14269770408163265
City Hotel,2015-08-02,34,69.65235294117646,95.97058823529412,1.7352941176470589,0.0,0.0,0.0,0.0,224.0,0.15178571428571427,2015,8,2,6,214,31,3,1,-0.5139010013093103,-0.8578494977869301,-0.7818314824680299,0.6234898018587334,0.17410714285714285,60.02435897435897,0.19642857142857142,68.60795454545455,0.05357142857142857,68.5225,0.15943877551020405,0.1441326530612245
City Hotel,2015-08-03,51,66.80823529411765,67.0,1.8627450980392157,0.0,0.0,0.0392156862745098,0.0196078431372549,224.0,0.22767857142857142,2015,8,3,0,215,32,3,0,-0.5285813283559292,-0.8488826652214553,0.0,1.0,0.2857142857142857,61.85546875,0.11160714285714286,65.52640000000001,0.049107142857142856,63.67272727272727,0.15625,0.14764030612244897
City Hotel,2015-08-04,38,60.51763157894737,44.1578947368421,1.8421052631578947,0.0,0.0,0.02631578947368421,0.05263157894736842,224.0,0.16964285714285715,2015,8,4,1,216,32,3,0,-0.5431052396834317,-0.8396646346181327,0.7818314824680298,0.6234898018587336,0.24553571428571427,55.74509090909091,0.08035714285714286,54.25888888888889,0.05357142857142857,64.39333333333333,0.14795918367346936,0.15401785714285715
City Hotel,2015-08-05,101,63.1090099009901,31.574257425742573,1.891089108910891,0.0,0.0,0.10891089108910891,0.31683168316831684,224.0,0.45089285714285715,2015,8,5,2,217,32,3,0,-0.5574684374327892,-0.8301981337405212,0.9749279121818236,-0.22252093395631434,0.11160714285714286,54.32,0.11607142857142858,61.075384615384614,0.12053571428571429,60.174814814814816,0.1371173469387755,0.15816326530612246
City Hotel,2015-08-06,113,66.5224778761062,31.52212389380531,1.8672566371681416,0.0,0.0,0.12389380530973451,0.26548672566371684,224.0,0.5044642857142857,2015,8,6,3,218,32,3,0,-0.5716666713027052,-0.8204859638785327,0.43388373911755823,-0.900968867902419,0.08035714285714286,55.861111111111114,0.2857142857142857,74.5759375,0.12053571428571429,59.538518518518515,0.18558673469387754,0.16996173469387754
City Hotel,2015-08-07,109,69.49577981651376,34.75229357798165,1.871559633027523,0.0,0.0,0.12844036697247707,0.27522935779816515,224.0,0.48660714285714285,2015,8,7,4,219,32,3,1,-0.5856957398073508,-0.8105309990194823,-0.433883739117558,-0.9009688679024191,0.08035714285714286,66.68277777777777,0.026785714285714284,0.0,0.026785714285714284,75.32666666666667,0.2461734693877551,0.18367346938775508
City Hotel,2015-08-08,128,75.679609375,32.0,1.90625,0.0,0.0,0.171875,0.0,224.0,0.5714285714285714,2015,8,8,5,220,32,3,1,-0.5995514915196489,-0.8003361849976323,-0.9749279121818236,-0.2225209339563146,0.13839285714285715,75.68193548387096,0.29910714285714285,56.155970149253726,0.16517857142857142,85.22162162162162,0.3042091836734694,0.20009566326530612
City Hotel,2015-08-09,110,79.24727272727273,31.7,1.8727272727272728,0.0,0.0,0.18181818181818182,0.0,224.0,0.49107142857142855,2015,8,9,6,221,32,3,1,-0.6132298262997502,-0.7899045386224707,-0.7818314824680299,0.6234898018587334,0.15178571428571427,69.65235294117646,0.17410714285714285,60.02435897435897,0.14732142857142858,86.97818181818182,0.36607142857142855,0.2146045918367347
City Hotel,2015-08-10,159,77.79974842767295,27.30817610062893,1.8553459119496856,0.0,0.0,0.12578616352201258,0.0,224.0,0.7098214285714286,2015,8,10,0,222,33,3,0,-0.6267266965083301,-0.7792391467859886,0.0,1.0,0.22767857142857142,66.80823529411765,0.2857142857142857,61.85546875,0.14285714285714285,87.1884375,0.4145408163265306,0.2268813775510204
City Hotel,2015-08-11,172,77.93343023255814,20.75,1.7848837209302326,0.0,0.0,0.1744186046511628,0.029069767441860465,224.0,0.7678571428571429,2015,8,11,1,223,33,3,0,-0.6400381082043503,-0.7683431655492202,0.7818314824680298,0.6234898018587336,0.16964285714285715,60.51763157894737,0.24553571428571427,55.74509090909091,0.008928571428571428,84.31,0.4834183673469387,0.24713010204081634
City Hotel,2015-08-12,140,79.48935714285714,30.87142857142857,1.8,0.0,0.0,0.17142857142857143,0.03571428571428571,224.0,0.625,2015,8,12,2,224,33,3,0,-0.65316012232693,-0.7572198192083127,0.9749279121818236,-0.22252093395631434,0.45089285714285715,63.1090099009901,0.11160714285714286,54.32,0.11160714285714286,58.09479999999999,0.5688775510204082,0.274234693877551
City Hotel,2015-08-13,122,80.52073770491803,36.48360655737705,1.8524590163934427,0.0,0.0,0.12295081967213115,0.00819672131147541,224.0,0.5446428571428571,2015,8,13,3,225,33,3,0,-0.666088855860977,-0.7458723993404063,0.43388373911755823,-0.900968867902419,0.5044642857142857,66.5224778761062,0.08035714285714286,55.861111111111114,0.11160714285714286,58.09479999999999,0.59375,0.2925701530612245
City Hotel,2015-08-14,147,92.94340136054421,40.63265306122449,1.8027210884353742,0.0,0.0,0.08843537414965986,0.006802721088435374,224.0,0.65625,2015,8,14,4,226,33,3,1,-0.6788204829862357,-0.734304263829602,-0.433883739117558,-0.9009688679024191,0.48660714285714285,69.49577981651376,0.08035714285714286,66.68277777777777,0.25,98.80357142857143,0.5994897959183673,0.3080357142857143
City Hotel,2015-08-15,180,90.83572222222223,41.98888888888889,1.8444444444444446,0.0,0.0,0.07222222222222222,0.005555555555555556,224.0,0.8035714285714286,2015,8,15,5,227,33,3,1,-0.6913512362094071,-0.722518835873311,-0.9749279121818236,-0.2225209339563146,0.5714285714285714,75.679609375,0.13839285714285715,75.68193548387096,0.4419642857142857,86.38131313131314,0.6237244897959184,0.32254464285714285
City Hotel,2015-08-16,106,81.61415094339623,37.235849056603776,1.8396226415094339,0.0,0.0,0.20754716981132076,0.009433962264150943,224.0,0.4732142857142857,2015,8,16,6,228,33,3,1,-0.7036774074790128,-0.7105196029692745,-0.7818314824680299,0.6234898018587334,0.49107142857142855,79.24727272727273,0.15178571428571427,69.65235294117646,0.19642857142857142,68.60795454545455,0.6568877551020409,0.3354591836734694
City Hotel,2015-08-17,153,81.77150326797386,38.88235294117647,1.8366013071895424,0.0,0.0,0.1830065359477124,0.013071895424836602,224.0,0.6830357142857143,2015,8,17,0,229,34,3,0,-0.7157953492826642,-0.6983101158835584,0.0,1.0,0.7098214285714286,77.79974842767295,0.22767857142857142,66.80823529411765,0.11160714285714286,65.52640000000001,0.6543367346938777,0.34534438775510207
City Hotel,2015-08-18,163,84.69386503067484,26.895705521472394,1.834355828220859,0.0,0.0,0.25153374233128833,0.03067484662576687,224.0,0.7276785714285714,2015,8,18,1,230,34,3,0,-0.7277014757264236,-0.6858939875998223,0.7818314824680298,0.6234898018587336,0.7678571428571429,77.93343023255814,0.16964285714285715,60.51763157894737,0.08035714285714286,54.25888888888889,0.6505102040816327,0.36575255102040816
City Hotel,2015-08-19,117,87.52025641025642,22.88034188034188,1.829059829059829,0.0,0.0,0.28205128205128205,0.05982905982905983,224.0,0.5223214285714286,2015,8,19,2,231,34,3,0,-0.7393922635959241,-0.673274892250183,0.9749279121818236,-0.22252093395631434,0.625,79.48935714285714,0.45089285714285715,63.1090099009901,0.11607142857142858,61.075384615384614,0.6447704081632653,0.3888711734693877
City Hotel,2015-08-20,113,87.58469026548673,24.52212389380531,1.8672566371681416,0.0,0.0,0.2920353982300885,0.02654867256637168,224.0,0.5044642857142857,2015,8,20,3,232,34,3,0,-0.7508642533989489,-0.6604565640279754,0.43388373911755823,-0.900968867902419,0.5446428571428571,80.52073770491803,0.5044642857142857,66.5224778761062,0.2857142857142857,74.5759375,0.6301020408163265,0.40338010204081626
City Hotel,2015-08-21,105,87.02695238095238,33.476190476190474,1.8666666666666667,0.0,0.0,0.2571428571428571,0.009523809523809525,224.0,0.46875,2015,8,21,4,233,34,3,1,-0.7621140503891487,-0.6474427960827475,-0.433883739117558,-0.9009688679024191,0.65625,92.94340136054421,0.48660714285714285,69.49577981651376,0.026785714285714284,0.0,0.6243622448979592,0.41119260204081637
City Hotel,2015-08-22,115,88.36939130434783,48.69565217391305,1.8782608695652174,0.0,0.0,0.21739130434782608,0.008695652173913044,224.0,0.5133928571428571,2015,8,22,5,234,34,3,1,-0.7731383255706027,-0.6342374393978054,-0.9749279121818236,-0.2225209339563146,0.8035714285714286,90.83572222222223,0.5714285714285714,75.679609375,0.29910714285714285,56.155970149253726,0.5975765306122449,0.42697704081632654
City Hotel,2015-08-23,106,85.32613207547169,43.924528301886795,1.820754716981132,0.0,0.0,0.20754716981132076,0.0,224.0,0.4732142857142857,2015,8,23,6,235,34,3,1,-0.7839338166829201,-0.620844401650647,-0.7818314824680299,0.6234898018587334,0.4732142857142857,81.61415094339623,0.49107142857142855,79.24727272727273,0.17410714285714285,60.02435897435897,0.5561224489795918,0.43463010204081637
City Hotel,2015-08-24,126,79.60388888888889,49.53174603174603,1.880952380952381,0.0,0.0,0.1349206349206349,0.0,224.0,0.5625,2015,8,24,0,236,35,3,0,-0.7944973291665992,-0.6072676460566135,0.0,1.0,0.6830357142857143,81.77150326797386,0.7098214285714286,77.79974842767295,0.2857142857142857,61.85546875,0.5561224489795918,0.4453125
City Hotel,2015-08-25,131,73.38824427480917,37.82442748091603,1.8244274809160306,0.0,0.0,0.1297709923664122,0.0,224.0,0.5848214285714286,2015,8,25,1,237,35,3,0,-0.8048257371083452,-0.593511190196115,0.7818314824680298,0.6234898018587336,0.7276785714285714,84.69386503067484,0.7678571428571429,77.93343023255814,0.24553571428571427,55.74509090909091,0.5389030612244897,0.4551977040816326
City Hotel,2015-08-26,132,73.06378787878788,32.86363636363637,1.7954545454545454,0.0,0.0,0.12121212121212122,0.030303030303030304,224.0,0.5892857142857143,2015,8,26,2,238,35,3,0,-0.8149159841660791,-0.5795791048257612,0.9749279121818236,-0.22252093395631434,0.5223214285714286,87.52025641025642,0.625,79.48935714285714,0.11160714285714286,54.32,0.5184948979591837,0.46731505102040816
City Hotel,2015-08-27,113,73.4412389380531,34.70796460176991,1.8053097345132743,0.0,0.0,0.09734513274336283,0.017699115044247787,224.0,0.5044642857142857,2015,8,27,3,239,35,3,0,-0.8247650844733614,-0.5654755126737576,0.43388373911755823,-0.900968867902419,0.5044642857142857,87.58469026548673,0.5446428571428571,80.52073770491803,0.08035714285714286,55.861111111111114,0.5280612244897959,0.484375
City Hotel,2015-08-28,82,74.54524390243903,22.024390243902438,1.7804878048780488,0.0,0.0,0.25609756097560976,0.012195121951219513,224.0,0.36607142857142855,2015,8,28,4,240,35,3,1,-0.8343701235229537,-0.5512045872199277,-0.433883739117558,-0.9009688679024191,0.46875,87.02695238095238,0.65625,92.94340136054421,0.08035714285714286,66.68277777777777,0.528061224489796,0.4995216836734694
City Hotel,2015-08-29,81,90.68530864197531,45.97530864197531,1.8641975308641976,0.0,0.0,0.30864197530864196,0.0,224.0,0.36160714285714285,2015,8,29,5,241,35,3,1,-0.8437282590292712,-0.5367705514607103,-0.9749279121818236,-0.2225209339563146,0.5133928571428571,88.36939130434783,0.8035714285714286,90.83572222222223,0.13839285714285715,75.68193548387096,0.5133928571428571,0.5097257653061225
City Hotel,2015-08-30,63,87.37222222222222,56.84126984126984,1.7936507936507937,0.0,0.0,0.2222222222222222,0.0,224.0,0.28125,2015,8,30,6,242,35,3,1,-0.8528367217694595,-0.522177676659508,-0.7818314824680299,0.6234898018587334,0.4732142857142857,85.32613207547169,0.4732142857142857,81.61415094339623,0.15178571428571427,69.65235294117646,0.4917091836734694,0.5176977040816326
City Hotel,2015-08-31,99,85.04828282828284,54.535353535353536,1.7373737373737375,0.0,0.0,0.18181818181818182,0.030303030303030304,224.0,0.4419642857142857,2015,8,31,0,243,36,3,0,-0.8616928164028521,-0.5074302810827518,0.0,1.0,0.5625,79.60388888888889,0.6830357142857143,81.77150326797386,0.22767857142857142,66.80823529411765,0.4642857142857143,0.5223214285714286
City Hotel,2015-09-01,97,84.16865979381443,31.38144329896907,1.7010309278350515,0.0,0.0,0.17525773195876287,0.020618556701030927,224.0,0.4330357142857143,2015,9,1,1,244,36,3,0,-0.8702939222685674,-0.49253272872205434,0.7818314824680298,0.6234898018587336,0.5848214285714286,73.38824427480917,0.7276785714285714,84.69386503067484,0.16964285714285715,60.51763157894737,0.44706632653061223,0.5299744897959184
City Hotel,2015-09-02,127,82.65055118110237,34.20472440944882,1.7401574803149606,0.0,0.0,0.13385826771653545,0.047244094488188976,224.0,0.5669642857142857,2015,9,2,2,245,36,3,0,-0.8786374941610001,-0.4774894280028391,0.9749279121818236,-0.22252093395631434,0.5892857142857143,73.06378787878788,0.5223214285714286,87.52025641025642,0.45089285714285715,63.1090099009901,0.42538265306122447,0.5393813775510204
City Hotel,2015-09-03,130,94.49307692307693,26.084615384615386,1.8384615384615384,0.0,0.0,0.18461538461538463,0.015384615384615385,224.0,0.5803571428571429,2015,9,3,3,246,36,3,0,-0.886721063082993,-0.46230483047981086,0.43388373911755823,-0.900968867902419,0.5044642857142857,73.4412389380531,0.5044642857142857,87.58469026548673,0.5044642857142857,66.5224778761062,0.42219387755102034,0.5435267857142857
City Hotel,2015-09-04,207,93.49748792270532,78.80676328502416,1.681159420289855,0.0,0.0,0.09178743961352658,0.0,224.0,0.9241071428571429,2015,9,4,4,247,36,3,1,-0.8945422369764496,-0.4469834295196742,-0.433883739117558,-0.9009688679024191,0.36607142857142855,74.54524390243903,0.46875,87.02695238095238,0.48660714285714285,69.49577981651376,0.4330357142857143,0.5462372448979592
City Hotel,2015-09-05,199,91.53517587939699,61.62814070351759,1.7035175879396984,0.0,0.0,0.08542713567839195,0.0,224.0,0.8883928571428571,2015,9,5,5,248,36,3,1,-0.9020987014301837,-0.4315297589714715,-0.9749279121818236,-0.2225209339563146,0.36160714285714285,90.68530864197531,0.5133928571428571,88.36939130434783,0.5714285714285714,75.679609375,0.5127551020408163,0.5618622448979591
City Hotel,2015-09-06,217,81.29824884792627,67.17050691244239,1.6912442396313363,0.0,0.0,0.05069124423963134,0.009216589861751152,224.0,0.96875,2015,9,6,6,249,36,3,1,-0.9093882203647925,-0.4159483918249421,-0.7818314824680299,0.6234898018587334,0.28125,87.37222222222222,0.4732142857142857,85.32613207547169,0.49107142857142855,79.24727272727273,0.5880102040816327,0.5731823979591837
City Hotel,2015-09-07,212,87.21160377358491,35.679245283018865,1.7735849056603774,0.0,0.0,0.0660377358490566,0.02358490566037736,224.0,0.9464285714285714,2015,9,7,0,250,37,3,0,-0.9164086366943458,-0.4002439388573056,0.0,1.0,0.4419642857142857,85.04828282828284,0.5625,79.60388888888889,0.7098214285714286,77.79974842767295,0.6862244897959184,0.5902423469387755
City Hotel,2015-09-08,165,94.04490909090909,26.024242424242424,1.7575757575757576,0.0,0.0,0.14545454545454545,0.048484848484848485,224.0,0.7366071428571429,2015,9,8,1,251,37,3,0,-0.9231578729647039,-0.38442104726885545,0.7818314824680298,0.6234898018587336,0.4330357142857143,84.16865979381443,0.5848214285714286,73.38824427480917,0.7678571428571429,77.93343023255814,0.7582908163265306,0.5986926020408163
City Hotel,2015-09-09,199,95.91492462311558,59.4070351758794,1.7587939698492463,0.0,0.0,0.08542713567839195,0.21608040201005024,224.0,0.8883928571428571,2015,9,9,2,252,37,3,0,-0.9296339319682695,-0.3684843993077793,0.9749279121818236,-0.22252093395631434,0.5669642857142857,82.65055118110237,0.5892857142857143,73.06378787878788,0.625,79.48935714285714,0.8016581632653061,0.5975765306122449
City Hotel,2015-09-10,187,96.02251336898395,59.1283422459893,1.7700534759358288,0.0,0.0,0.11229946524064172,0.22459893048128343,224.0,0.8348214285714286,2015,9,10,3,253,37,3,0,-0.9358348973349941,-0.35243871088460327,0.43388373911755823,-0.900968867902419,0.5803571428571429,94.49307692307693,0.5044642857142857,73.4412389380531,0.5446428571428571,80.52073770491803,0.8475765306122449,0.6069834183673469
City Hotel,2015-09-11,187,90.52171122994653,84.75401069518716,1.6844919786096257,0.0,0.0,0.13368983957219252,0.0374331550802139,224.0,0.8348214285714286,2015,9,11,4,254,37,3,1,-0.9417589340994617,-0.33628873017668287,-0.433883739117558,-0.9009688679024191,0.9241071428571429,93.49748792270532,0.36607142857142855,74.54524390243903,0.65625,92.94340136054421,0.8839285714285714,0.6173469387755102
City Hotel,2015-09-12,194,85.5683505154639,93.76288659793815,1.7371134020618557,0.0,0.0,0.10824742268041238,0.005154639175257732,224.0,0.8660714285714286,2015,9,12,5,255,37,3,1,-0.9474042892438845,-0.32003923622313857,-0.9749279121818236,-0.2225209339563146,0.8883928571428571,91.53517587939699,0.36160714285714285,90.68530864197531,0.8035714285714286,90.83572222222223,0.8711734693877552,0.6237244897959183
